X8	sites
MB0572	649858, 649910, 650094, 650122, 650145, 650178, 650282, 650305, 650559, 650583, 650605, 650707, 650802, 650874, 650913
MB0573	651001, 651015, 651043, 651131, 651294, 651359, 651362, 651409, 651418, 651459, 651475, 651481, 651590, 651607
MB0574c	651651, 651696, 651786, 651849, 651864, 651906, 651937
MB0575c	652134, 652170, 652247, 652260, 652302, 652374, 652381, 652457, 652662, 652707, 652709, 652711, 652726, 652728
MB0576c	652937, 652958, 652998, 653085, 653253, 653256, 653361, 653369, 653430, 653445, 653466, 653582, 653623, 653633, 653709, 653806, 653810
MB0577	654296, 654364, 654392, 654396, 654536, 654570, 654688, 654753, 654773, 654780, 654920, 654951, 654998, 655019
MB0578	655175, 655263, 655269, 655277, 655344, 655398, 655487, 655542, 655595, 655711, 655740
MB0579c	656168, 656220, 656222, 656576, 656654, 656689, 656741, 656806, 656835, 657032, 657039
MB0580c	657299, 657320, 657331, 657371, 657389, 657487, 657545, 657596, 657690, 657729, 657753, 657797, 657845, 657875, 657903, 657970, 657980, 658023, 658049, 658070, 658096, 658181, 658216, 658259, 658271, 658277, 658280, 658313, 658356, 658391, 658424, 658448, 658502, 658604, 658637
MB0581c	658792, 658798, 658976, 659000, 659008, 659015
TYRT	659387, 659405
MB0582	659606, 659617, 659622, 659629, 659712, 659795, 659803, 659846, 659885, 659978, 660016, 660325, 660343, 660350, 660454, 660479, 660575, 660577, 660581
MB0583	660807, 660855, 661100, 661165, 661329, 661459, 661602, 661650, 661761, 661960
MB0584	662292, 662320, 662354, 662510
MB0585	662660, 662674, 662787, 662796, 662828, 662857, 662884, 662898, 662991, 663037, 663040, 663207, 663286, 663294, 663347, 663377, 663436, 663487, 663617, 663690, 663701, 663914, 663921, 663970, 664239, 664457, 664499, 664505, 664527, 664535, 664554
MB0586c	664730, 664819, 664864, 664867, 665066, 665200, 665243, 665256, 665341, 665546, 665746, 665998
MB0587c	666287, 666375, 666396, 666453, 666456, 666503, 666566, 666580
MB0587CA	666677, 666733, 666785, 666787, 666822
MB0588c	667094, 667208, 667214, 667416, 667442, 667487, 667502, 667780, 667790, 667820, 667910, 667958, 668270, 668345, 668377, 668417, 668441
MB0589c	668495, 668509, 668635, 668714, 668765, 668792, 668805, 668813, 668815, 668918, 668950, 669142, 669222, 669239, 669329, 669503, 669522, 669524
MB0590c	670018, 670078, 670207, 670396, 670405, 670468, 670660, 670792, 670843, 670870, 670973, 670980
MB0591	671131, 671271, 671274, 671370, 671501, 671526, 671552, 671842, 671881, 671893, 671927, 671934, 672160, 672237, 672241, 672281, 672393
MB0592	672427, 672493, 672517, 672553, 672646, 672648, 672785, 672889, 672929, 672946, 672987, 673030, 673192
MB0593c	673240, 673397, 673422, 674166, 674201, 674225, 675420, 675848, 675908, 675941, 676460, 676597, 676643, 676683, 676753, 676863, 676903, 676978, 677148
MB0594	677490, 677508, 677621, 677670, 677703, 677708, 677765, 677876, 678007, 678120, 678123, 678162, 678223, 678227
MB0595c	678369, 678401, 678449, 678504, 678571, 678591, 678654, 678749, 678836, 678843
MB0596	678971, 679041, 679101, 679103
MB0597	679195, 679245, 679268, 679276, 679283, 679297, 679316, 679426, 679570
MB0598c	679633, 679798, 679993, 680008, 680126, 680128, 680143, 680183
MB0599	680562, 680609, 680641, 680697, 680721, 680730, 680736, 680901, 680904, 680911, 681045, 681129, 681138, 681174, 681192, 681201, 681231, 681243, 681294, 681444, 681456, 681485, 681504, 681555, 681582, 681678, 681736, 681748, 681756, 681801, 681873, 681888, 681926, 682041, 682074, 682076, 682131, 682158, 682182, 682202, 682268, 682302, 682347, 682353, 682467, 682491, 682623, 682801, 682805, 682893, 682914, 682996, 683019, 683022, 683031, 683054
MB0600c	683129, 683179, 683200, 683207, 683242, 683388, 683440, 683494, 683575, 683597, 683629, 683695, 683766, 683799, 683824, 683900, 683920, 683929, 683982, 683996, 684005, 684022, 684183, 684260, 684326, 684387, 684430, 684509, 684568, 684713, 684775, 685069, 685164, 685194, 685211, 685292, 685301, 685415, 685479
MB0601	685943, 686005, 686149, 686163, 686184, 686197, 686231, 686247, 686314, 686347
MB0602	686399, 686447, 686460, 686530, 686602, 686655, 686865, 686930, 686961, 687018, 687029, 687167
MB0603	687205, 687249, 687512, 687613, 687700, 687729, 687786, 687807, 687816, 687906, 687909, 687915, 688023, 688056
MB0604	688106, 688152, 688160, 688204, 688231, 688256, 688352, 688418, 688584, 688633, 688659, 688685, 688721, 688828, 688877, 688915, 688931, 689012, 689057, 689063, 689159, 689195, 689234, 689238, 689252
MB0605	689295, 689389, 689453, 689477, 689504, 689569, 689593, 689855, 689939, 690023, 690101, 690151, 690179, 690181, 690202, 690236, 690254
MB0606	690422, 690426, 690429, 690470, 690617, 690692, 690699, 690708, 690775, 690817, 691018, 691048, 691150, 691170, 691242, 691406, 691455, 691498, 691577, 691612, 691657, 691736
MB0607	691800, 691865, 691879, 691885, 691898, 691922, 691966, 692015, 692027, 692108, 692397, 692414, 692608, 692613, 692669, 692693, 692696, 692773, 692798, 692828, 692864, 692924, 692957, 693055, 693073, 693127, 693177
MB0608	693210
MB0609	693406, 693451, 693476, 693511, 693547, 693660, 693755, 693760, 693833
MB0610	694496, 694560, 694599, 694608, 694636, 694638, 694659, 694675, 694743, 694839, 694871, 695090, 695293, 695300, 695313, 695378, 695381, 695523, 695584, 695640, 695667, 695762, 695889, 695909, 695919, 695944, 695964
MB0611c	696093, 696121, 696231, 696267, 696295, 696372, 696391, 696468
MB0612c	696538, 696623, 696680, 696721
MB0613c	696914, 696933, 697034, 697039, 697228, 697377, 697406, 697476, 697571, 697668, 697948, 698027
MB0614c	698436, 698514, 698611, 698645, 698676, 698752, 698762
MB0615c	698829, 698881, 698945, 698953, 699007
MB0616c	699150, 699160, 699190, 699607
MB0617c	699841, 699928, 699958, 700061
MB0618c	700392, 700401, 700431, 700583, 700686, 700706, 700744, 700793, 700845
MB0619	701308, 701410
MB0620	701507, 701688, 702111, 702313, 702351, 702400
MB0621	702662, 702674, 702726, 702837, 702977, 703062, 703138, 703145, 703182
MB0622	703378, 703463, 703555, 703588, 703722, 703758, 703868
MB0623	704251
MB0624	704708
MB0625	704791, 704842, 704858, 704910, 704977, 705040
MB0626	705171, 705177
MB0626CA	705754, 705764
MB0627c	706047, 706156, 706343, 706778, 706961, 707044, 707077, 707120, 707131, 707140
MB0628c	707207, 707307, 707321, 707336, 707398, 707423, 707439, 707448, 707500, 707565
MB0629	707705, 707728, 707810, 707884, 708049, 708055
MB0630c	708194, 708371, 708441, 708692, 709015, 709120, 709241, 709256, 709319, 709379, 709949, 710050, 710118, 710399, 710447, 710545, 710557
MB0631	710772, 710830, 710995, 711164, 711229, 711236, 711272, 711316, 711395, 711402, 711469, 711568
MB0632	711600, 711665, 711680, 711699, 711830
MB0633c	711851, 711974, 712015, 712035, 712089
MB0633A	712155, 712238
MB0634	712545, 712603, 712630
MB0635	712869, 713075, 713128, 713150, 713238, 713459, 713465, 713471, 713592, 713619, 713657, 713726, 713759, 713777, 713822, 713873
MB0636	713974, 714019, 714181, 714391, 714574, 714866, 714942, 714994, 715021
MB0637	715536, 715568, 715727, 716072, 716207, 716250, 716270, 716365, 716594
MB0638	716631, 716682, 716787, 717042, 717186, 717189, 717218, 717232, 717279, 717330, 717477, 717513
MB0639	717667, 717884
MB0640	718021, 718043, 718156, 718165, 718198, 718216, 718303
MB0641c	718592, 718673, 718693, 718879, 718957, 718964, 719041, 719048, 719059
MB0642	719300, 719306, 719384, 719474
MB0643	719731
MB0644c	720036, 720551, 720767
MB0645c	721272, 721384, 721600, 721615, 721651, 721920, 721961, 722022, 722325, 722483, 722632, 722644, 722662, 722805
MB0646c	723114, 723147, 723192, 723213, 723255, 723291, 723306, 723354, 723405
MB0647c	723917, 723979, 724101, 724114, 724221, 724232, 724322, 724349, 724400, 724907, 725035, 725114, 725309, 725342, 725372, 725421, 725460, 725735, 725780, 725814, 726028, 726073, 726146, 726180
MB0648c	726294, 726315, 726472, 726559, 726582, 726698, 726748, 727096, 727453, 727485, 727832, 728098, 728404, 728561, 729106, 729145
MB0649c	729829, 729849, 730001, 730063, 730098, 730108, 730153, 730249, 730264, 730353, 730364, 730472, 730502, 730504
MB0650c	730573, 730744, 730753, 730766, 730770, 730936, 730939, 731083, 731104, 731149, 731178, 731219, 731233
MB0651c	731602, 731608, 731656, 731719, 731775, 731808, 731831, 731973, 732075, 732083, 732124, 732175, 732250
MB0652	732376, 732407, 732426, 732541
THRT	732737, 732765, 732794
METT	732846, 732859, 732875, 732882, 732911
MB0653	732959, 733010, 733014
MB0654	733199, 733217, 733247, 733280, 733313, 733315, 733342, 733358, 733425, 733475, 733487, 733580, 733582
MB0655	733686, 733716, 733833, 733875, 734000, 734003, 734050, 734055
MB0656	734109, 734208, 734256, 734426, 734475, 734559
TRPT	734767
MB0657	735007, 735179, 735248, 735288, 735294, 735328, 735356, 735360
MB0658	735495, 735536, 735637, 735652, 735661, 735721, 735795, 735811, 735861, 736016, 736042, 736204
MB0659	736387, 736444, 736455, 736503, 736684
MB0660	736774, 736813, 736911, 736962, 736982, 737317, 737374, 737458
MB0661c	737535, 737559, 737598, 737619, 737628, 737637, 737674, 737718, 737816, 737869, 737889, 737898, 737973, 738155, 738264, 738303, 738315, 738366, 738412
MB0662c	738505, 738538, 738574, 738583, 738592, 738594, 738701, 738822, 738846, 738904, 738928, 738951, 738966, 739014, 739063, 739111, 739182, 739203, 739258, 739270, 739321, 739376
MB0663c	739534, 739567, 739603, 739612, 739621, 739702, 740140, 740217, 740299, 740350, 740382
MB0664c	740564, 740596, 740633, 740651, 740668, 740698, 740732, 740912, 740932, 740963, 740987, 741128, 741170, 741223, 741300, 741317, 741329, 741380, 741401, 741404, 741423
MB0665c	741672, 741698, 741747, 741770, 741792, 742089, 742200, 742326, 742329, 742363
MB0666c	742388, 742445, 742502, 742514, 742565, 742607, 742760, 742777, 742853, 743086, 743321, 743534, 743798, 743816
MB0667	744503, 744732, 744800, 744815, 744875, 744944, 744998, 745115, 745136, 745232, 745274, 745322, 745616, 745659, 745688, 745793, 745802, 745842, 745898, 745958, 746195, 746229, 746378, 746486, 746924, 747225, 747308, 747352, 747419, 747428, 747707, 747827, 747993, 748103
MB0668	748367, 748558, 748756
MB0669	748908, 749015, 749023, 749593, 749712
MB0670	750126, 750160, 750189, 750369, 750439, 750579
MB0671	751008
MB0672c	751048, 751148, 751216, 751396, 751403, 751427, 751436, 751513, 751528, 751568
MB0673	751805, 751842, 751898, 751906, 751946, 752012, 752098, 752177, 752243, 752297, 752327, 752371, 752423, 752435, 752606, 752624, 752699, 752703, 752705, 752716, 752723, 752774, 752951, 753014, 753016, 753140
MB0674	753292, 753304, 753383, 753583, 753649, 753734, 753792, 753806, 753879, 753886, 754037, 754339, 754363
MB0675c	754754, 754817, 754840, 754843, 754979
MB0676c	755232, 755280
MB0677c	755474, 755501, 755516, 755552, 755565, 755656, 755718, 755813, 755816, 755853, 756064, 756101, 756152
MB0678c	756552, 756649, 756699, 756709
MB0679c	756849, 756932
MB0680c	757318, 757340, 757392, 757510, 757536
MB0681c	757792, 757798, 757872, 757881, 757891, 757894
MB0682	757966, 757993, 758143, 758195, 758232, 758263, 758273, 758276, 758309, 758323, 758425, 758431, 758439, 758464, 758476, 758524, 758611, 758671, 758828, 758848, 758866, 758941, 758992, 759085, 759094, 759130, 759174, 759296, 759346, 759391, 759421, 759517, 759619, 759862, 759886, 759892, 759906, 759919, 759979, 760013, 760021, 760138, 760152, 760267
MB0683	760417, 760555
MB0684	760592, 760601, 760605, 760677
MB0686	761608, 761614, 761644, 761652, 761683, 761828, 761942, 762113, 762389, 762473, 762497, 762499, 762587, 762694, 762995, 763064, 763103, 763145, 763265, 763289, 763417, 763526, 763561, 763565, 763678, 763748, 764171, 764302, 764618, 764636, 764642, 764702, 764734, 764792, 764804, 764864, 764970, 765092
MB0687	765183, 765211, 765244, 765255, 765319, 765331, 765454, 765484, 765526, 765538, 765647, 765859, 765880, 765889, 766168, 766408, 766894, 766897, 766933, 766972, 767087, 767302, 767383, 767515, 767595, 767683, 767752, 767881, 767899, 768006, 768009, 768073, 768322, 768367, 768533, 768562, 768867, 768927, 768985, 769000, 769012, 769015, 769066, 769072, 769081, 769087
MB0688c	769494, 769541, 769557, 769694, 769719, 769769, 769973, 769988, 770009, 770018, 770030, 770094, 770127, 770138, 770194, 770270, 770284, 770411, 770447, 770532, 770660, 770693, 770751, 770805, 770820, 770909, 771038, 771047, 771056, 771113, 771117, 771125, 771255, 771299, 771355, 771360
MB0689	771628, 771720, 771735, 771939, 772109
MB0690	772370, 772446, 772486, 772495, 772497, 772582, 772627, 772639, 772774, 772810, 772871, 772942, 773043
MB0691	773261, 773301, 773374, 773456, 773469, 773496, 773508, 773525, 773633, 773655, 773679, 773681, 773703, 773730, 773859, 774054, 774178, 774225, 774390, 774456, 774486, 774541, 774545, 774664, 774816, 774871
MB0692	774943, 775129, 775168, 775184, 775214, 775246, 775327, 775804, 775828
MB0693	775861, 775937, 776138, 776258, 776479, 776490
MB0694	776706, 776858, 777261, 777341
MB0695c	777516, 777701, 777929, 777980, 778181, 778475, 778493, 778499, 778539, 778709, 778878, 778958, 778975, 778991, 779006, 779179, 779258, 779351, 779354, 779396, 779420, 779582, 779643, 779696, 779807, 779924, 780073, 780162
MB0696c	780268, 780463, 780478, 780482, 780502
MB0697	780834, 781032, 781191, 781193, 781227
MB0698c	781373, 781548, 781565, 781683
MB0699c	781835, 781844, 781911
MB0700	782622, 782650, 782702, 782757, 782766, 782790, 782835, 782849, 782889, 782916, 783065, 783078
MB0701	783379, 783426, 783440, 783524, 783611, 783637, 783677, 783685
MB0702	783754, 783832, 783955, 784021, 784162
MB0703	784286, 784356, 784359, 784367, 784374, 784496, 784638, 784695, 784848, 784864, 784896, 784953, 785028, 785097, 785219, 785247, 785259, 785369, 785375, 785391, 785712, 785751, 785841, 785873, 785886, 785928, 785988, 786120, 786203, 786237, 786279, 786300
MB0704	786682, 786775, 786803, 786824, 786857, 786983, 786993, 787255, 787523, 787574, 787589, 787778
MB0705	787922, 787930, 787946, 787996, 788038, 788055, 788095, 788210, 788321, 788347, 788428, 788677
MB0706	789004, 789021, 789107, 789269, 789384, 789409, 789433, 789454, 789477, 789543, 789551, 789587, 789604, 789674, 789690
MB0707	789823, 789868, 789943, 790029, 790042, 790083, 790373, 790478, 790536, 790696, 790714, 790801, 790804, 790910, 790927
MB0708c	790938, 790982, 791066
MB0709c	791870, 791874, 791881, 791964, 792013, 792181, 792238, 792346, 792396, 792411, 792474, 792595, 792756, 792766
MB0710c	792936, 792985, 793053, 793068, 793201, 793211, 793220, 793275, 793278
MB0710A	793470, 793532, 793610
MB0711	793685, 793732, 793749, 793807, 793867
MB0712	793939, 793991, 794007, 794020, 794127, 794182, 794187, 794277, 794475, 794530, 794574, 794692, 794724, 794758, 794871, 794960, 794992, 795099
MB0713	795176, 795280, 795304, 795334, 795409, 795491, 795708, 795723, 795779, 795820, 796089, 796106, 796152, 796174, 796292
MB0714	796496, 796515, 796551, 796572, 796620, 796624, 796733, 796777, 796814, 796899, 797044
MB0715	797440, 797548, 797550, 797556, 797598, 797607, 797688, 797814, 797892, 797900, 797952, 797959, 797972, 798104, 798176, 798198, 798446, 798490, 798516, 798593, 798597, 798626, 798644, 798664, 798694, 798698
MB0716	798722, 798999, 799042, 799127, 799261, 799294, 799317, 799438, 799462, 799556, 799645, 799681, 799689, 799724, 799751, 799819, 799842, 799903, 799936, 799964, 800041, 800050, 800104
MB0717	800787, 800912, 800929
MB0718	800996, 801098, 801141, 801181
MB0719	801464, 801567, 801616
MB0720	802291, 802364, 802399, 802422, 802426, 802558
MB0721	802600, 802612, 802623, 802644, 802647, 802683, 802715, 802717, 802736, 802784, 802814, 802859, 802907, 802924, 803110, 803125
MB0722	803443, 803516, 803539, 803616, 803636, 803700, 803803, 803857, 803859
MB0723	803961, 803985, 804098, 804117, 804201
MB0724	804365, 804402, 804496, 804523, 804533, 804599, 804613, 804638, 804659, 804766, 804808, 804863, 804877, 804997, 805063, 805117
MB0725	805373, 805484
MB0726	805522, 805525, 805538, 805763, 805840, 805951, 806017, 806102
MB0727	806170, 806185, 806194, 806240, 806264, 806444, 806605, 806646, 806653, 806660, 806662, 806710
MB0728	806946, 806952, 807025, 807052, 807084, 807222, 807253, 807324, 807327
MB0729	807476, 807491, 807519, 807569
MB0730	807592, 807616, 807625, 807678, 807703, 807727, 807767, 807834, 807836, 807859, 807982, 807986
MB0731	808204, 808235, 808277, 808452, 808462, 808556, 808565, 808601
MB0732	808661, 808671, 808694, 808707, 808709, 808754, 808841, 808901, 808925, 808968, 809004, 809012, 809144, 809177, 809294, 809354, 809363, 809399, 809417, 809504, 809537, 809613, 809663, 809876, 809936, 809960, 809966, 809969, 810006, 810055, 810140, 810146, 810213, 810227, 810361, 810404, 810433
MB0733	810628, 810651, 810677, 810733, 810772, 810875, 810947, 810958, 810976, 811001, 811024, 811054, 811123, 811243, 811302, 811366, 811428, 811465
MB0734	811909, 811930, 812106, 812128, 812158, 812165, 812186, 812235, 812239, 812250, 812296, 812300, 812508, 812548, 812586, 812651, 812677, 812692, 812707
MB0735	813288, 813350, 813420, 813527, 813561
MB0736	813611, 813642, 813661, 813851
MB0737	813965, 814283, 814311
MB0738	814509, 814548, 814632
MB0739	814842, 814858, 814930, 814968, 814993, 815001, 815059, 815154, 815185
MB0740	815228, 815234, 815297, 815317, 815402, 815413, 815429, 815469, 815547, 815663, 815691, 815712, 815753, 815757
MB0741	816048, 816065, 816067, 816071
MB0742	816182, 816273, 816277, 816390, 816409, 816529, 816724, 816800, 816808, 816810
MB0743	816897, 817010
MB0744	817212, 817231, 817450
MB0745	817540, 817553, 817594, 817619, 817639, 817709, 817804, 817911, 817929, 817932, 818073, 818195, 818239, 818301, 818309, 818394, 818406, 818620, 818669, 818751, 818754, 818894, 818973, 819017, 819136, 819145, 819169, 819177, 819254, 819354
